Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
171,61,9049,7,7,2,93,0,Senior
160,30,13289,5,7,6,35,0,Young
175,46,6903,9,0,3,92,0,Middle-aged
174,43,12649,8,6,7,7,0,Middle-aged
162,54,8570,4,1,2,86,1,Senior
153,58,16493,6,9,6,14,1,Senior
171,27,10376,10,3,1,59,0,Young
156,70,5042,3,4,7,62,1,Senior
178,37,11385,5,0,2,74,0,Middle-aged
160,32,6577,5,3,5,66,1,Middle-aged
171,64,17382,3,3,1,22,0,Senior
173,43,11065,5,8,6,16,0,Middle-aged
153,70,10885,7,8,3,99,0,Senior
177,42,17475,10,9,5,75,0,Middle-aged
164,31,13576,4,0,1,43,0,Middle-aged
150,68,18106,1,7,2,97,0,Senior
172,49,16663,8,3,2,98,1,Middle-aged
152,50,8577,10,3,3,97,1,Middle-aged
163,47,8238,3,4,0,83,1,Middle-aged
155,41,10244,3,1,5,20,0,Middle-aged
167,63,14888,10,0,5,10,0,Senior
174,47,7134,6,4,3,19,0,Middle-aged
150,32,8892,9,6,7,12,0,Middle-aged
155,44,15728,9,9,4,10,0,Middle-aged
155,63,9321,5,8,9,71,1,Senior
170,70,10776,3,1,3,56,1,Senior
165,65,15584,5,7,6,11,0,Senior
178,26,19185,2,6,9,80,0,Young
154,64,17805,6,1,9,97,0,Senior
166,25,10828,5,4,7,61,0,Young
159,43,8815,2,6,1,38,1,Middle-aged
177,38,5295,0,2,0,17,0,Middle-aged
170,38,5413,9,1,5,54,1,Middle-aged
167,55,10956,4,5,1,45,0,Senior
156,70,15187,9,9,7,25,0,Senior
152,28,11278,1,5,4,31,0,Young
162,67,19316,6,3,1,65,0,Senior
164,78,11668,6,0,4,39,1,Senior
169,55,13195,3,4,1,20,1,Senior
168,57,5177,5,0,5,73,0,Senior
152,59,13937,0,7,7,43,1,Senior
153,78,9354,1,1,1,66,0,Senior
154,48,13843,5,8,5,1,1,Middle-aged
150,43,10914,1,8,5,55,1,Middle-aged
153,67,10482,10,2,0,51,0,Senior
161,24,17081,3,5,8,5,1,Young
177,72,8271,3,8,7,12,1,Senior
176,73,11687,9,6,3,14,1,Senior
173,61,15674,8,3,6,60,1,Senior
159,74,10392,9,2,3,96,0,Senior
172,64,5289,6,1,7,40,1,Senior
174,80,13994,6,9,9,9,1,Senior
170,45,15722,10,9,1,42,0,Middle-aged
178,33,19309,0,0,1,42,1,Middle-aged
180,58,13425,10,9,2,33,1,Senior
175,48,5407,4,0,3,25,1,Middle-aged
169,71,5693,2,3,5,78,1,Senior
173,25,6169,2,3,4,9,0,Young
174,26,17849,5,8,9,91,1,Young
162,56,15669,3,9,9,44,1,Senior
172,72,13623,7,0,6,83,0,Senior
163,37,12782,3,3,5,58,0,Middle-aged
172,42,18856,7,2,3,25,1,Middle-aged
154,63,15736,3,8,9,32,0,Senior
153,57,14174,2,4,8,22,1,Senior
163,78,16352,4,8,6,93,1,Senior
159,20,8044,4,9,0,55,0,
166,23,10530,9,5,7,92,0,Young
159,70,9992,9,8,3,61,1,Senior
175,63,8924,0,0,6,57,0,Senior
156,66,11970,7,3,1,77,1,Senior
165,54,8312,7,3,2,61,0,Senior
150,42,18065,7,9,0,92,1,Middle-aged
166,46,9318,9,9,1,67,1,Middle-aged
170,79,19059,3,5,4,94,0,Senior
178,45,6688,8,9,1,75,1,Middle-aged
158,71,5467,9,0,5,2,0,Senior
155,79,15808,2,9,5,57,1,Senior
168,27,14537,6,4,5,73,0,Young
162,62,7422,5,2,2,33,0,Senior
152,35,12279,8,0,2,90,0,Middle-aged
156,60,19862,3,5,9,63,0,Senior
171,22,9507,3,2,6,16,1,Young
158,51,19604,5,3,3,89,0,Senior
171,24,9721,7,8,5,1,0,Young
154,39,10371,2,1,7,85,0,Middle-aged
159,33,14203,10,0,2,64,0,Middle-aged
172,79,12541,7,9,8,84,0,Senior
166,51,14869,7,5,8,69,1,Senior
161,45,16889,6,0,2,17,1,Middle-aged
172,66,19785,6,0,5,40,0,Senior
165,25,18089,4,6,4,1,0,Young
152,78,17258,1,1,3,13,0,Senior
179,77,15084,1,3,7,18,0,Senior
174,55,18848,9,3,9,68,0,Senior
180,59,18679,7,1,8,14,0,Senior
171,70,16061,10,5,8,5,1,Senior
158,78,17542,5,9,4,62,1,Senior
178,24,6486,7,1,4,33,0,Young
164,32,16531,2,7,2,26,0,Middle-aged
154,51,19461,0,3,8,61,0,Senior
172,35,14608,5,0,0,68,0,Middle-aged
162,20,18049,1,6,2,30,0,
163,32,16038,8,5,6,62,1,Middle-aged
169,73,14549,4,5,6,62,0,Senior
164,30,17252,4,2,4,81,0,Young
165,72,17852,9,9,5,92,1,Senior
172,27,14583,7,6,3,70,1,Young
162,44,14770,5,5,7,57,1,Middle-aged
166,59,8749,2,9,3,91,0,Senior
172,51,16817,8,9,9,36,1,Senior
157,43,13059,9,8,5,7,1,Middle-aged
170,47,7503,3,2,4,65,0,Middle-aged
151,33,12855,9,2,9,74,1,Middle-aged
154,64,18378,3,3,5,77,1,Senior
155,22,16329,1,2,2,41,1,Young
161,55,12055,2,3,2,32,0,Senior
167,46,18906,3,5,9,14,0,Middle-aged
179,39,16101,6,0,6,33,0,Middle-aged
171,66,15856,2,1,0,30,1,Senior
171,34,5399,7,9,0,73,1,Middle-aged
150,46,9382,7,5,0,6,1,Middle-aged
179,72,17149,9,5,5,10,0,Senior
166,64,15425,10,0,3,75,0,Senior
179,60,19619,1,5,5,20,0,Senior
160,47,6539,3,8,0,89,1,Middle-aged
159,44,19985,7,7,3,12,1,Middle-aged
168,61,13428,0,9,3,22,0,Senior
163,80,12185,0,4,1,76,1,Senior
175,63,9910,3,3,0,14,1,Senior
159,65,14119,10,5,7,48,1,Senior
164,52,9509,1,4,5,54,0,Senior
177,65,11051,0,5,3,36,1,Senior
168,33,11152,7,9,1,61,1,Middle-aged
153,27,13611,1,2,4,55,0,Young
151,67,9124,3,6,8,14,0,Senior
158,33,7395,2,7,6,2,1,Middle-aged
159,20,13852,1,4,3,2,0,
177,35,15815,7,4,4,61,0,Middle-aged
160,37,8950,2,3,7,6,0,Middle-aged
163,26,5449,8,9,4,25,0,Young
156,34,5379,9,4,5,67,0,Middle-aged
172,43,19701,4,9,9,23,0,Middle-aged
164,68,14442,8,7,5,73,1,Senior
171,70,12285,2,4,7,95,1,Senior
180,74,15651,4,8,4,28,1,Senior
168,32,16190,9,0,0,25,1,Middle-aged
171,28,17643,5,6,3,99,1,Young
164,75,7301,8,4,2,65,1,Senior
179,75,12710,7,3,1,66,1,Senior
177,34,10792,1,2,6,79,1,Middle-aged
173,76,13918,1,9,6,43,1,Senior
157,77,14659,4,6,7,40,1,Senior
160,54,15920,4,1,9,80,0,Senior
178,43,16344,4,4,4,23,0,Middle-aged
158,52,12216,3,1,0,49,0,Senior
164,35,16712,7,6,5,99,0,Middle-aged
150,27,9905,10,5,5,8,1,Young
179,48,10999,4,9,7,7,1,Middle-aged
150,42,16546,0,6,9,21,0,Middle-aged
168,64,19808,9,8,1,35,0,Senior
152,50,13607,4,1,8,97,0,Middle-aged
159,59,12122,0,8,5,99,1,Senior
157,68,5599,3,6,0,82,1,Senior
164,73,12288,0,1,8,61,0,Senior
159,74,16266,5,9,7,83,1,Senior
150,33,18627,5,1,9,74,1,Middle-aged
178,78,19795,0,3,0,68,0,Senior
167,72,17366,7,1,7,30,0,Senior
151,49,12921,3,0,6,97,0,Middle-aged
168,72,6567,1,5,4,68,0,Senior
162,58,6094,0,9,5,9,1,Senior
171,46,16135,10,4,3,17,0,Middle-aged
150,66,18508,2,2,8,43,1,Senior
151,35,17345,6,0,8,88,0,Middle-aged
178,70,14639,9,8,9,57,0,Senior
165,25,14684,10,7,0,13,0,Young
164,74,15863,9,5,8,57,1,Senior
162,52,11191,7,5,2,26,1,Senior
165,63,6458,4,3,1,61,1,Senior
166,37,14400,6,1,3,62,0,Middle-aged
170,35,13046,1,3,3,19,1,Middle-aged
178,31,9934,3,1,8,81,0,Middle-aged
178,39,15404,5,6,3,30,0,Middle-aged
156,64,19038,4,8,4,90,0,Senior
173,59,6354,5,1,5,13,0,Senior
175,78,11473,1,8,3,49,0,Senior
166,48,18432,6,8,0,82,0,Middle-aged
156,49,13404,7,7,1,85,0,Middle-aged
162,45,8894,10,0,2,98,1,Middle-aged
154,41,17794,8,4,3,51,1,Middle-aged
175,52,13032,5,9,4,9,0,Senior
166,77,7963,6,3,9,94,1,Senior
152,72,16040,0,6,9,29,0,Senior
156,58,19503,8,7,2,93,0,Senior
175,66,8042,5,9,0,83,1,Senior
166,48,18857,3,7,7,8,0,Middle-aged
156,41,11973,9,1,7,81,0,Middle-aged
170,64,12139,8,2,3,76,1,Senior
150,32,16226,0,9,6,15,0,Middle-aged
166,79,11930,1,9,3,69,1,Senior
179,28,19762,2,6,2,34,0,Young
166,43,6732,0,3,6,52,1,Middle-aged
160,34,12870,1,5,5,50,0,Middle-aged
174,55,10340,1,7,0,67,1,Senior
176,32,10111,6,7,8,5,0,Middle-aged
178,46,8081,9,6,1,98,0,Middle-aged
152,63,18431,5,1,2,9,0,Senior
164,56,12802,8,1,4,88,0,Senior
178,26,14462,4,2,2,5,0,Young
170,27,12527,8,3,2,27,0,Young
160,56,19220,9,0,7,84,0,Senior
175,60,9868,8,4,3,47,1,Senior
177,33,6529,1,6,9,62,1,Middle-aged
165,77,6081,8,9,1,45,0,Senior
174,31,12994,2,4,4,66,1,Middle-aged
171,55,8531,10,6,1,23,0,Senior
177,71,14343,2,4,9,98,1,Senior
158,80,14914,10,9,7,61,0,Senior
173,59,5716,8,7,2,93,0,Senior
173,36,11229,6,6,1,43,1,Middle-aged
150,59,17391,10,0,2,35,1,Senior
178,72,15382,7,0,2,30,1,Senior
174,48,5204,6,4,0,67,0,Middle-aged
171,46,11784,8,1,2,10,0,Middle-aged
165,20,17021,7,8,2,56,0,
158,71,16301,3,1,3,34,1,Senior
168,53,9094,1,8,7,65,0,Senior
161,23,10482,10,9,8,6,1,Young
168,43,10740,4,1,0,70,1,Middle-aged
171,40,14524,1,3,0,43,0,Middle-aged
158,52,12219,3,2,5,16,1,Senior
156,26,15240,1,5,0,63,0,Young
163,20,11154,4,3,4,65,0,
178,60,15041,5,8,0,5,1,Senior
168,22,9842,10,8,7,25,0,Young
168,63,18951,0,9,4,27,0,Senior
151,70,13103,7,8,5,42,1,Senior
158,34,14429,1,2,3,55,1,Middle-aged
162,50,7018,4,2,7,26,0,Middle-aged
164,73,10051,10,3,8,16,0,Senior
152,35,13709,7,8,8,90,0,Middle-aged
160,29,12835,4,5,0,28,1,Young
170,73,6438,2,8,6,92,1,Senior
163,48,9086,5,7,3,30,1,Middle-aged
179,78,10127,0,6,9,77,0,Senior
174,78,7052,0,4,7,89,0,Senior
157,25,12529,7,8,6,45,0,Young
167,48,19447,6,3,0,19,0,Middle-aged
168,36,12147,9,3,0,13,0,Middle-aged
165,72,9368,9,7,0,75,0,Senior
151,79,9517,10,3,1,23,1,Senior
157,41,7312,10,6,9,14,1,Middle-aged
171,43,10577,2,3,1,74,0,Middle-aged
155,80,15451,7,0,8,98,1,Senior
161,36,16341,10,9,4,23,1,Middle-aged
164,40,13973,7,8,0,40,1,Middle-aged
174,70,15905,0,3,6,64,0,Senior
157,69,6244,9,2,9,85,1,Senior
153,30,7416,6,2,1,59,1,Young
164,75,11490,1,8,2,20,1,Senior
177,26,11168,1,7,3,32,0,Young
169,61,14167,1,9,2,78,1,Senior
174,58,16683,4,6,2,24,0,Senior
166,24,16617,6,6,8,46,0,Young
162,63,10839,3,3,3,18,0,Senior
167,67,13608,10,2,7,94,0,Senior
151,80,19850,3,3,0,92,0,Senior
162,76,13406,8,5,5,48,1,Senior
162,40,17170,9,3,0,14,1,Middle-aged
171,37,14327,8,3,4,54,0,Middle-aged
164,54,12097,6,1,6,21,1,Senior
169,39,16967,9,6,0,98,0,Middle-aged
178,34,10009,3,5,8,5,0,Middle-aged
176,24,6582,7,1,8,31,0,Young
159,32,19312,9,4,5,67,1,Middle-aged
178,70,17715,2,5,1,87,0,Senior
152,31,13924,2,4,1,59,1,Middle-aged
168,74,15938,6,3,8,44,0,Senior
152,40,12876,10,8,3,64,1,Middle-aged
171,56,15455,8,2,5,94,0,Senior
163,25,17700,10,1,9,42,1,Young
157,26,16996,3,8,1,94,0,Young
176,45,7427,3,7,3,38,1,Middle-aged
172,61,10721,0,8,1,7,0,Senior
179,67,13423,0,9,2,59,1,Senior
153,27,9930,2,2,1,69,1,Young
176,28,9353,6,0,7,70,0,Young
177,46,12832,8,0,4,49,1,Middle-aged
169,23,10375,3,2,4,78,1,Young
160,40,5402,1,3,7,11,0,Middle-aged
175,50,11567,5,1,7,2,1,Middle-aged
180,40,9865,5,7,6,95,1,Middle-aged
160,59,13146,8,2,4,27,0,Senior
176,44,5064,3,3,6,16,1,Middle-aged
179,58,7237,7,5,0,64,0,Senior
160,34,12770,2,9,2,66,1,Middle-aged
151,72,14141,1,5,2,49,0,Senior
179,54,5172,8,1,1,90,1,Senior
166,68,12935,5,5,5,16,0,Senior
158,62,7675,10,3,2,73,1,Senior
177,60,19896,7,4,3,52,0,Senior
180,56,14442,10,6,2,73,0,Senior
177,76,16240,9,6,6,5,0,Senior
151,61,9005,8,5,3,36,1,Senior
178,66,18699,0,9,4,7,0,Senior
173,47,11544,0,5,6,61,1,Middle-aged
164,80,13829,10,5,3,96,0,Senior
165,33,5948,4,3,5,29,0,Middle-aged
174,23,15452,8,2,8,67,1,Young
153,72,19388,6,0,5,30,1,Senior
157,39,19959,6,2,4,40,1,Middle-aged
158,53,6694,1,2,0,31,1,Senior
175,31,18039,2,8,7,48,0,Middle-aged
175,52,9757,3,2,4,91,0,Senior
154,43,11282,1,7,4,6,0,Middle-aged
165,39,19753,9,7,2,62,1,Middle-aged
162,24,5142,8,2,9,29,1,Young
179,57,11001,4,9,1,9,0,Senior
156,49,11652,6,9,0,54,1,Middle-aged
175,43,19985,10,5,8,84,1,Middle-aged
169,62,9581,8,7,4,11,0,Senior
166,59,10087,4,7,9,19,0,Senior
152,26,6460,5,9,3,74,0,Young
154,55,8887,3,9,6,5,1,Senior
168,57,19878,7,8,3,87,0,Senior
161,35,13484,0,8,1,70,1,Middle-aged
178,71,14835,0,7,8,95,1,Senior
176,34,15910,4,6,7,18,1,Middle-aged
156,65,5837,9,9,3,21,0,Senior
177,42,14229,8,2,7,15,0,Middle-aged
158,31,19969,1,6,8,59,1,Middle-aged
180,48,10846,10,3,1,95,0,Middle-aged
177,63,13463,2,1,3,74,1,Senior
155,67,18336,7,7,5,6,1,Senior
178,34,15150,4,1,6,24,1,Middle-aged
175,48,7369,2,0,4,97,0,Middle-aged
166,64,13997,5,4,9,60,0,Senior
165,62,18992,5,9,9,28,0,Senior
172,68,8174,4,8,6,92,1,Senior
180,40,10985,4,4,3,74,1,Middle-aged
152,34,5882,5,1,7,23,0,Middle-aged
170,33,19570,1,9,2,79,0,Middle-aged
175,61,14023,5,3,2,46,1,Senior
153,63,18400,1,7,4,37,0,Senior
159,35,8171,2,6,5,14,1,Middle-aged
154,34,15383,1,4,2,48,1,Middle-aged
170,61,7040,0,3,9,78,0,Senior
171,23,18393,0,4,1,71,1,Young
179,46,11732,8,6,4,36,0,Middle-aged
159,42,14786,3,4,9,82,0,Middle-aged
161,48,11372,4,7,5,60,0,Middle-aged
159,60,14818,9,6,2,54,1,Senior
178,72,10985,6,6,6,79,0,Senior
162,71,12562,1,8,2,63,1,Senior
160,28,16776,10,7,1,97,1,Young
171,72,10900,9,7,9,48,0,Senior
165,76,12965,8,5,3,22,0,Senior
157,75,10316,3,6,2,43,1,Senior
157,71,13465,9,7,6,41,1,Senior
176,62,5589,9,4,7,17,0,Senior
174,62,15892,0,9,2,63,1,Senior
157,26,13774,7,1,5,90,1,Young
162,72,10063,3,6,0,79,1,Senior
176,61,8633,6,9,4,18,1,Senior
151,23,6990,2,2,1,72,1,Young
179,24,11515,10,9,0,3,1,Young
179,24,6258,8,7,6,54,0,Young
161,30,18598,4,5,9,14,1,Young
159,60,7866,4,3,3,34,1,Senior
161,47,8738,2,1,4,97,1,Middle-aged
160,35,5571,10,6,1,1,0,Middle-aged
164,60,13736,8,0,7,48,1,Senior
165,73,18748,2,6,9,99,0,Senior
166,49,9222,1,9,2,10,1,Middle-aged
175,23,18020,10,9,6,83,0,Young
151,21,17704,8,6,0,11,1,Young
167,65,5637,8,9,9,99,1,Senior
161,22,13232,9,2,0,66,0,Young
168,69,9882,3,3,6,3,0,Senior
175,40,9392,3,3,0,15,0,Middle-aged
172,25,14812,10,3,8,59,1,Young
167,62,8672,9,8,8,64,0,Senior
179,72,17329,5,5,7,47,0,Senior
166,37,19967,8,9,7,92,1,Middle-aged
179,63,17320,7,8,3,2,0,Senior
155,24,14491,9,3,3,30,1,Young
174,28,12257,2,6,4,38,0,Young
164,39,9711,5,9,8,5,0,Middle-aged
152,47,18235,6,8,2,6,1,Middle-aged
155,45,10643,5,9,3,5,1,Middle-aged
152,37,5159,2,2,9,12,0,Middle-aged
179,38,15144,8,2,4,4,0,Middle-aged
178,22,19793,3,5,6,24,0,Young
150,28,14923,1,7,4,25,0,Young
179,55,15638,8,0,8,26,0,Senior
162,50,10938,2,3,5,55,0,Middle-aged
177,68,19085,5,7,2,46,0,Senior
170,36,16354,4,5,5,46,0,Middle-aged
175,74,14924,1,1,5,43,1,Senior
163,42,5580,0,7,9,60,1,Middle-aged
162,53,13411,8,0,0,33,0,Senior
176,60,12586,2,0,6,21,1,Senior
153,60,9474,6,6,2,87,0,Senior
156,24,14941,8,9,0,37,0,Young
171,34,12073,8,2,0,12,0,Middle-aged
159,66,14662,9,7,4,21,1,Senior
156,22,10059,5,8,9,13,1,Young
170,38,18457,7,7,9,33,1,Middle-aged
164,47,9328,8,0,1,70,1,Middle-aged
164,22,6394,2,0,1,76,1,Young
153,57,5921,5,5,3,61,0,Senior
172,23,19569,4,0,9,30,0,Young
172,43,7773,6,7,6,37,0,Middle-aged
155,50,9462,6,5,7,82,0,Middle-aged
173,64,9576,8,4,9,16,0,Senior
169,78,18884,0,5,6,45,1,Senior
175,64,8434,5,3,8,71,1,Senior
154,78,11733,4,0,6,1,1,Senior
169,30,16774,3,6,3,53,1,Young
161,56,14310,9,9,8,28,1,Senior
150,20,6865,10,8,8,53,0,
177,28,19322,0,3,2,44,1,Young
157,36,17503,3,3,9,67,0,Middle-aged
150,73,5724,9,8,7,39,0,Senior
154,20,19127,10,3,0,10,0,
180,22,5711,6,9,1,51,1,Young
171,66,19175,3,3,7,14,1,Senior
155,45,12710,0,7,7,79,1,Middle-aged
178,72,15017,9,3,5,6,1,Senior
170,50,17118,0,8,7,39,1,Middle-aged
152,45,10080,0,7,7,80,1,Middle-aged
164,42,18446,10,4,1,82,0,Middle-aged
154,49,18394,9,8,2,99,0,Middle-aged
177,29,5390,4,7,6,48,0,Young
173,27,14262,6,9,2,25,0,Young
163,63,9487,8,3,1,97,1,Senior
167,44,15957,7,3,5,33,0,Middle-aged
165,41,17672,1,0,1,83,1,Middle-aged
155,34,15620,8,3,1,75,1,Middle-aged
174,78,18570,3,7,1,67,1,Senior
173,60,13116,9,4,3,65,0,Senior
163,75,11747,10,5,6,40,0,Senior
176,76,18221,4,3,5,25,0,Senior
173,29,11066,10,4,4,57,0,Young
157,39,9494,4,9,3,32,1,Middle-aged
180,60,15339,3,7,1,46,0,Senior
178,66,8572,5,8,7,4,0,Senior
156,42,17670,0,2,1,23,0,Middle-aged
157,72,15946,1,9,7,80,1,Senior
162,72,16455,3,3,9,75,1,Senior
155,20,17017,3,0,3,22,1,
167,21,12769,7,4,4,33,0,Young
151,77,16608,8,3,0,41,0,Senior
157,38,15249,3,5,1,62,1,Middle-aged
160,33,7311,5,5,7,38,1,Middle-aged
150,27,16071,3,9,0,56,0,Young
171,57,11773,3,5,2,63,1,Senior
178,31,11905,10,2,1,77,1,Middle-aged
155,45,8642,8,6,9,85,0,Middle-aged
165,46,11338,3,2,4,76,0,Middle-aged
176,48,7609,5,5,3,55,1,Middle-aged
169,34,14622,8,9,3,51,1,Middle-aged
161,65,15105,2,0,3,90,0,Senior
160,72,11240,6,7,3,65,0,Senior
178,80,19797,6,6,3,57,1,Senior
180,20,12806,0,8,5,86,1,
176,79,5757,10,2,1,27,1,Senior
178,62,15326,1,7,3,57,1,Senior
159,47,10086,4,1,6,55,0,Middle-aged
152,76,11220,7,8,6,96,1,Senior
162,22,15104,5,0,0,72,1,Young
176,70,14931,6,9,9,98,1,Senior
152,37,10602,2,6,8,82,1,Middle-aged
180,71,16409,5,9,6,4,1,Senior
164,79,17948,8,0,5,65,1,Senior
165,53,19316,2,5,1,56,1,Senior
178,51,14326,5,0,5,53,1,Senior
162,48,11121,6,3,4,44,0,Middle-aged
166,44,16904,4,6,8,16,1,Middle-aged
152,79,13956,9,1,0,94,1,Senior
169,45,7725,7,2,4,23,1,Middle-aged
160,58,8368,7,3,2,31,1,Senior
176,27,8497,5,5,8,28,0,Young
170,38,13174,6,8,0,50,1,Middle-aged
168,73,14864,2,3,5,16,0,Senior
171,66,16597,6,5,2,41,0,Senior
160,61,10642,6,6,0,9,0,Senior
179,41,13774,3,3,2,2,0,Middle-aged
180,48,9766,9,5,1,43,1,Middle-aged
177,52,19039,3,2,9,66,1,Senior
165,57,9633,2,4,7,96,0,Senior
170,64,6821,9,9,2,80,1,Senior
152,65,6185,6,3,6,77,0,Senior
171,54,17717,4,6,9,49,1,Senior
155,62,6637,2,5,5,91,1,Senior
180,22,12236,5,6,6,95,1,Young
163,38,15372,5,5,6,97,0,Middle-aged
173,29,13380,5,1,9,21,1,Young
167,46,6746,1,6,0,19,1,Middle-aged
166,34,17018,10,7,3,57,0,Middle-aged
153,30,10797,9,6,3,77,0,Young
172,66,13089,6,3,4,60,1,Senior
164,45,7620,6,3,9,19,1,Middle-aged
160,78,17137,9,4,4,99,0,Senior
175,43,15518,3,8,7,64,0,Middle-aged
152,32,12597,10,4,3,35,1,Middle-aged
152,51,18936,5,1,0,33,0,Senior
165,56,19877,3,4,4,67,0,Senior
154,23,13002,3,2,0,85,0,Young
170,32,11107,5,9,2,87,1,Middle-aged
178,28,14376,8,7,7,48,0,Young
159,76,7793,6,9,9,60,0,Senior
168,68,16138,1,9,4,45,0,Senior
174,53,7500,5,1,6,75,0,Senior
153,75,18138,4,3,0,68,0,Senior
178,56,13361,5,4,5,68,0,Senior
178,67,9925,7,3,7,15,0,Senior
180,26,15937,7,4,5,92,1,Young
168,20,6080,2,9,3,72,1,
160,79,14455,8,3,7,88,1,Senior
151,77,9864,5,2,7,98,1,Senior
159,31,9453,6,0,5,15,1,Middle-aged
178,40,7248,8,3,7,23,1,Middle-aged
160,30,19779,6,8,5,60,1,Young
174,63,17100,9,0,3,91,1,Senior
169,70,6325,8,6,5,14,1,Senior
165,77,16369,0,2,8,2,0,Senior
168,63,8873,0,7,7,99,1,Senior
172,63,15340,2,5,6,43,0,Senior
173,33,18408,8,0,4,71,1,Middle-aged
160,53,6688,0,9,6,16,0,Senior
163,53,7985,0,4,0,86,1,Senior
151,44,7076,4,7,7,28,0,Middle-aged
172,80,14721,7,2,4,32,0,Senior
177,23,6461,1,3,6,71,0,Young
154,71,14594,3,6,6,86,0,Senior
180,74,5072,5,5,7,2,1,Senior
176,45,17541,0,6,6,72,1,Middle-aged
154,35,17226,3,8,5,7,0,Middle-aged
168,29,11030,3,8,5,38,1,Young
170,64,9611,8,1,4,48,0,Senior
161,21,7796,8,2,4,85,1,Young
167,54,12717,5,3,3,86,0,Senior
153,38,18331,7,5,6,99,0,Middle-aged
171,25,18936,9,4,2,82,0,Young
166,38,19870,3,5,4,73,0,Middle-aged
159,78,9516,9,7,2,2,1,Senior
169,72,7493,7,1,7,42,1,Senior
155,71,18166,2,5,4,42,0,Senior
174,70,9231,1,8,9,81,0,Senior
163,27,8576,5,4,5,20,1,Young
160,33,13100,4,0,0,6,1,Middle-aged
160,29,18612,7,7,3,11,1,Young
178,22,10728,0,3,8,69,0,Young
167,57,5032,10,7,4,74,0,Senior
176,48,15886,9,3,0,87,1,Middle-aged
172,34,19078,2,7,3,97,0,Middle-aged
171,42,9373,6,8,5,40,1,Middle-aged
167,42,19468,9,4,6,36,0,Middle-aged
173,37,18037,3,4,6,51,0,Middle-aged
172,65,8598,9,1,7,47,1,Senior
160,38,19461,4,8,4,98,1,Middle-aged
170,47,7392,7,3,5,17,0,Middle-aged
161,45,17304,0,2,1,26,0,Middle-aged
154,29,16063,0,1,9,53,1,Young
172,66,11705,6,2,1,48,0,Senior
158,23,11790,8,3,2,27,1,Young
176,74,7677,3,8,3,46,1,Senior
180,21,6401,7,5,5,67,0,Young
174,22,5817,9,9,5,19,1,Young
158,26,11203,6,4,2,72,1,Young
171,74,14852,1,8,0,81,0,Senior
159,35,9562,4,7,2,65,0,Middle-aged
171,50,9723,8,5,3,71,0,Middle-aged
168,29,7438,8,2,8,36,1,Young
150,38,16175,2,6,9,67,0,Middle-aged
156,47,11828,10,9,7,83,1,Middle-aged
153,36,6210,2,5,3,42,0,Middle-aged
150,47,11641,1,7,6,91,0,Middle-aged
164,38,5599,6,5,8,67,1,Middle-aged
157,56,19026,5,9,1,98,1,Senior
161,42,10480,4,3,2,69,1,Middle-aged
171,39,6846,6,9,0,49,0,Middle-aged
171,32,15047,3,6,7,37,0,Middle-aged
167,32,11592,4,6,1,46,1,Middle-aged
164,62,12861,8,7,6,80,1,Senior
166,30,6887,10,1,6,56,1,Young
178,67,5679,8,5,2,63,1,Senior
163,34,8252,3,2,1,78,1,Middle-aged
163,36,6835,5,7,2,30,1,Middle-aged
167,73,17222,1,3,7,96,0,Senior
169,69,7177,2,3,8,63,1,Senior
167,47,13142,8,1,7,76,1,Middle-aged
165,38,5148,5,5,1,91,0,Middle-aged
150,23,6495,7,5,8,26,1,Young
172,41,18105,10,0,5,93,1,Middle-aged
176,41,6744,4,7,1,23,1,Middle-aged
160,74,6646,1,2,8,86,1,Senior
164,56,7995,6,0,4,20,0,Senior
161,58,11643,5,9,5,46,0,Senior
157,53,14864,10,0,0,80,1,Senior
171,52,18666,1,0,1,31,0,Senior
169,63,15131,5,4,0,67,0,Senior
179,61,12378,7,4,3,21,0,Senior
155,59,13849,0,0,1,51,1,Senior
152,52,8667,3,4,0,39,0,Senior
177,31,14245,0,6,2,63,1,Middle-aged
173,21,17263,1,4,3,69,1,Young
175,78,5576,0,8,3,20,0,Senior
179,47,16287,5,3,2,23,0,Middle-aged
162,29,16223,10,8,1,96,1,Young
162,41,18010,5,7,7,42,0,Middle-aged
151,36,19557,0,0,9,73,0,Middle-aged
154,45,19937,3,3,1,3,0,Middle-aged
166,22,18929,3,6,4,27,0,Young
155,26,9779,7,0,6,91,0,Young
151,63,13187,5,7,8,74,0,Senior
153,27,18029,1,1,2,80,1,Young
171,39,7972,4,7,0,24,0,Middle-aged
175,31,12756,3,3,8,87,0,Middle-aged
160,54,19915,9,7,0,9,0,Senior
157,36,8948,3,0,7,2,0,Middle-aged
161,47,11544,7,4,1,6,1,Middle-aged
157,60,7045,4,8,6,99,0,Senior
160,29,17128,2,6,2,71,1,Young
171,41,16140,9,2,5,79,1,Middle-aged
169,57,6627,3,3,5,21,1,Senior
157,76,19847,0,9,3,87,0,Senior
178,52,19423,5,6,7,29,0,Senior
157,41,6488,10,5,4,13,1,Middle-aged
175,63,17337,9,3,6,69,1,Senior
179,56,17390,3,2,4,42,0,Senior
166,32,17655,5,1,3,1,1,Middle-aged
169,46,14127,1,9,5,20,1,Middle-aged
169,34,8563,4,8,2,43,1,Middle-aged
172,41,16821,10,2,5,1,1,Middle-aged
